2018/9/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/15,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
2018/9/16,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
2018/9/17,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
2018/9/18,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0
2018/9/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018/9/20,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0
2018/9/21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/9/22,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018/9/23,0,0.67,0,1.33,0.33,0,0,0,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0.67,0,0,0,0.67,0,0.33,0
2018/9/24,0,0.33,0,0.67,0.67,0,0,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0.33,0,0,0,0.33,0,0.67,0
2018/9/25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018/9/26,0,1,0,3,4,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2018/9/27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2018/9/28,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
2018/9/29,0,1,0,1,2.5,1,0,1,1,0.5,0,0,0,0,0,0.5,1,0.5,0,0,1,0,0,0,0,0.5,0.5,0
2018/9/30,0,2,0,1,5,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2018/10/1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018/10/2,0,1,0,1,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
2018/10/3,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2018/10/4,0,1,0,0.5,3,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0.5,0,0.5,0,0
2018/10/5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2018/10/6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018/10/8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018/10/9,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
2018/10/10,0,0.5,0,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.5,0,0,0.5,0
2018/10/11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/10/12,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
2018/10/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/10/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/10/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
