2018/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/9/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018/9/20,0,1,0,3,16,1,0,0,0,0,0,7,1,0,0,0,3,0,0,0,26,0,0,0,0,15,8,0
2018/9/21,0,0,0,1,3,0,0,0,1,0,0,9,0,0,0,0,2,0,0,0,10,0,0,0,0,10,6,0
2018/9/22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/9/23,0,5,0,1,3,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,5,0,0,0,0,4,0,0
2018/9/24,0,1,0,1,3,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,2,0
2018/9/25,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,3,1,0
2018/9/26,0,0,0,1,3,0,0.5,1,0.5,0,0,2,0,0,0,0,1,0.5,0,0,8.5,0,0,0,0,3.5,2,0
2018/9/27,0,0,0,1,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,4,3,0
2018/9/28,0,3,0,2,2,0,0,0,1,0,0,1,0,0,0,11,1,2,0,0,6,0,0,0,0,4,0,0
2018/9/29,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2018/9/30,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0
2018/10/2,0,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0
2018/10/3,0,3,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2018/10/4,0,9,0,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2018/10/5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
